,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_teq,koi_insol,koi_model_snr
3801,K03174.01,FALSE POSITIVE,0.566800926,4.407,264.5,0.971,2.19,2200.0,5563.01,63.2
3802,K04604.01,FALSE POSITIVE,24.1876477,2.654,194.8,1.8212,118.8,782.0,88.31,11.4
3803,K04606.01,FALSE POSITIVE,2.44926655,2.988,108.2,0.253,0.76,1033.0,269.06,10.7
3804,K04675.01,FALSE POSITIVE,2.17812826,2.601,100.8,0.344,0.81,1206.0,500.27,10.4
3805,K04677.01,FALSE POSITIVE,1.33259494,2.783,92.7,0.104,0.89,1665.0,1814.46,7.8
3806,K04678.01,FALSE POSITIVE,2.05048377,3.67,60.5,0.013,0.66,1339.0,761.65,14.3
3807,K04679.01,FALSE POSITIVE,1.19550618,3.337,26.9,0.483,0.78,2152.0,5062.04,13.3
3808,K03157.01,FALSE POSITIVE,0.683082998,4.409,143.3,0.694,9.92,6757.0,492690.35,26.1
3809,K04468.01,FALSE POSITIVE,0.791771167,2.4463,509.2,1.224,82.71,3419.0,32163.04,82.4
3810,K04469.01,FALSE POSITIVE,0.894172544,0.8302,86.2,0.162,0.68,1461.0,1070.89,16.9
3811,K04470.01,FALSE POSITIVE,1.68207624,1.519,54.7,0.56,1.01,1980.0,3646.1,11.1
3812,K04535.01,FALSE POSITIVE,9.8480917,3.079,141.9,0.127,0.88,711.0,60.47,9.7
3813,K04536.01,FALSE POSITIVE,0.566800593,3.909,12.3,0.2,0.48,2783.0,14091.55,10.4
3814,K04537.01,FALSE POSITIVE,0.969602551,1.728,111.0,0.415,0.69,1334.0,750.09,10.4
3815,K04538.01,FALSE POSITIVE,9.25801294,2.854,88.1,0.186,1.73,1229.0,539.51,12.9
3816,K04539.01,FALSE POSITIVE,25.9554044,8.491,122.7,0.952,1.46,656.0,43.9,11.6
3817,K04607.01,FALSE POSITIVE,3.74788208,4.183,153.4,0.09,0.94,979.0,216.97,13.6
3818,K04608.01,FALSE POSITIVE,0.93479255,4.5838,247.5,1.2,24.75,2040.0,4108.03,78.3
3819,K04609.01,FALSE POSITIVE,361.43653,9.08,271.9,0.2175,1.56,268.0,1.22,10.8
3820,K04610.01,FALSE POSITIVE,0.89628253,1.397,86.4,0.176,0.76,1670.0,1848.85,13.0
3821,K04611.01,FALSE POSITIVE,1.67495622,2.994,35.9,0.399,0.77,1843.0,2732.19,15.3
3822,K04681.01,FALSE POSITIVE,8.2344072,2.808,59.2,0.812,1.49,1263.0,601.05,11.5
3823,K04682.01,FALSE POSITIVE,2.15052332,3.447,115.5,0.0303,1.17,1410.0,934.17,11.0
3824,K03193.01,FALSE POSITIVE,32.6122381,2.886,1321.4,1.252,31.96,570.0,24.92,19.6
3825,K04683.01,FALSE POSITIVE,0.967073359,2.4875,773.5,1.222,28.15,1867.0,2870.56,92.4
3826,K04684.01,FALSE POSITIVE,3.5564279,6.998,131.4,0.359,0.8,972.0,211.41,12.3
3827,K04471.01,FALSE POSITIVE,0.942997994,1.1658,539.2,0.153,1.56,1283.0,639.03,29.2
3828,K04472.01,FALSE POSITIVE,0.566796775,5.471,144.1,0.974,0.61,931.0,176.94,32.2
3829,K04473.01,CONFIRMED,13.6471211,8.331,75.0,0.617,1.25,913.0,164.06,14.7
3830,K04474.01,CONFIRMED,16.473474,4.201,470.5,0.014,1.63,612.0,33.22,13.0
3831,K04475.01,FALSE POSITIVE,3.74788322,3.45,242.6,0.544,1.32,1031.0,266.76,16.3
3832,K04540.01,FALSE POSITIVE,0.705455349,2.469,74.9,0.447,0.64,1693.0,1936.09,18.0
3833,K07724.01,FALSE POSITIVE,488.67353,12.35,691.0,0.432,2.03,188.0,0.3,8.2
3834,K04542.01,FALSE POSITIVE,1.08906057,2.743,76.2,0.29,0.75,1511.0,1235.96,10.4
3835,K04543.01,FALSE POSITIVE,1.48922187,1.882,613.6,0.393,2.5,1594.0,1524.19,10.8
3836,K03162.01,FALSE POSITIVE,0.716709761,0.6969,68.4,0.986,1.42,2394.0,7725.24,21.2
3837,K04612.01,FALSE POSITIVE,4.1083812,3.279,352.8,0.148,1.62,1058.0,295.63,11.4
3838,K04613.01,CONFIRMED,1.962282625,1.45,68.3,0.169,0.81,1448.0,1038.36,12.9
3839,K03178.01,FALSE POSITIVE,0.523629052,3.443,122.0,0.045,46.33,9801.0,2181689.59,61.4
3840,K04615.01,FALSE POSITIVE,1.04588635,2.833,102.7,0.204,1.1,1972.0,3582.91,13.2
3842,K04687.01,FALSE POSITIVE,419.92898,14.55,233.5,0.0299,1.51,255.0,1.0,7.5
3843,K04688.01,FALSE POSITIVE,1.23521458,0.918,89.5,0.458,0.93,1713.0,2032.78,5.0
3844,K04689.01,FALSE POSITIVE,1.085229874,0.652,238.1,0.439,1.37,1632.0,1675.45,7.6
3845,K04476.01,FALSE POSITIVE,1.540379557,2.026,76.9,0.329,0.81,1581.0,1481.09,14.6
3846,K03158.01,CONFIRMED,3.60011712,2.396,50.2,0.025,0.5,938.0,182.81,21.6
3847,K04477.02,CONFIRMED,9.32867952,1.572,354.4,0.035,1.62,806.0,99.6,12.7
3848,K04478.01,CONFIRMED,6.38671206,1.201,223.7,0.015,1.19,811.0,102.25,11.6
3849,K04544.01,FALSE POSITIVE,158.348345,10.55,899.0,3.655,372.86,409.0,6.61,17.6
3850,K04547.01,FALSE POSITIVE,0.93376962,7.023,125.8,1.142,16.3,1937.0,3343.62,28.5
3851,K07725.01,FALSE POSITIVE,322.48381,22.99,1023.4,0.938,3.5,259.0,1.06,27.0
3852,K04905.01,FALSE POSITIVE,0.739404894,1.753,246.8,0.077,0.94,1256.0,589.06,21.0
3853,K04908.01,FALSE POSITIVE,25.949641315,11.6411,67.8,0.945,2.06,753.0,76.14,7.6
3854,K07702.01,FALSE POSITIVE,1.71051215,1.284,42.2,0.057,1.04,2004.0,3820.16,11.2
3855,K03296.01,CONFIRMED,62.869463,6.842,341.7,0.954,1.96,349.0,3.51,16.2
3856,K03297.01,FALSE POSITIVE,84.8062818,9.0006,9936.0,1.265,36.51,388.0,5.33,121.6
3857,K03298.01,CONFIRMED,29.9632816,2.6,893.2,0.855,2.24,391.0,5.55,17.7
3858,K03299.01,FALSE POSITIVE,17.99643716,4.164,36923.0,1.122,30.08,468.0,11.31,123.5
3859,K01196.02,CONFIRMED,11.63486009,5.466,292.3,0.053,2.61,961.0,201.96,18.4
3860,K04765.01,CONFIRMED,10.8118317,2.627,76.8,0.896,1.24,922.0,170.74,9.5
3861,K04767.01,FALSE POSITIVE,1.208528832,1.336,180.8,0.039,1.25,1725.0,2084.15,10.6
3862,K07718.01,FALSE POSITIVE,208.18711785,2.5404,394.7,0.321,1.99,307.0,2.1,4.2
3863,K04835.01,FALSE POSITIVE,0.93198504,2.0472,326.6,1.19,17.72,1647.0,1734.47,44.5
3864,K04836.01,FALSE POSITIVE,0.60818508,0.909,144.7,1.835,96.03,2298.0,6637.9,18.9
3865,K04909.01,FALSE POSITIVE,1.65320144,1.525,132.1,0.148,0.74,1059.0,296.8,6.7
3866,K04910.01,FALSE POSITIVE,3.37487541,3.085,53.8,0.389,0.75,1287.0,649.96,8.3
3867,K03223.01,FALSE POSITIVE,0.962825082,2.8464,118.1,0.088,5.18,3265.0,26811.24,40.7
3868,K04911.01,FALSE POSITIVE,309.494217,13.716,292.0,0.0542,2.79,399.0,6.01,14.5
3869,K03300.01,FALSE POSITIVE,24.2382519,2.703,465.5,0.82,2.19,597.0,29.92,11.3
3870,K03300.02,FALSE POSITIVE,24.2416103,5.137,323.4,0.069,1.61,596.0,29.92,10.8
3871,K03302.01,FALSE POSITIVE,69.3788597,3.807,530.4,0.539,2.07,421.0,7.4,16.8
3872,K03303.01,CONFIRMED,29.3493852,4.313,659.2,0.75,2.02,451.0,9.81,20.3
3873,K04769.01,FALSE POSITIVE,449.57274,9.328,221.4,0.2059,3.08,333.0,2.89,14.1
3874,K04770.01,FALSE POSITIVE,245.059374,9.549,165.0,0.0927,1.63,356.0,3.81,15.1
3875,K03214.01,CONFIRMED,11.49500229,7.602,51.4,0.911,1.53,1105.0,351.79,22.9
3876,K04841.01,FALSE POSITIVE,0.708726708,0.753,313.6,0.28,0.92,1302.0,684.35,13.4
3877,K04842.01,FALSE POSITIVE,283.72675,15.49,84.6,0.3461,1.18,341.0,3.2,9.3
3878,K04843.01,FALSE POSITIVE,373.60683,8.752,534.8,0.588,2.5,271.0,1.28,9.3
3879,K03226.01,FALSE POSITIVE,4.29388808,3.618,110.6,0.272,1.68,1532.0,1302.16,17.9
3880,K03304.01,FALSE POSITIVE,13.5437884,5.7076,6608.7,1.269,32.21,658.0,44.22,114.4
3881,K03305.01,CONFIRMED,65.6491001,7.298,983.9,0.038,2.52,390.0,5.48,20.5
3882,K03306.01,CONFIRMED,25.1593389,5.198,358.1,0.035,1.76,619.0,34.7,13.1
3883,K03308.01,CONFIRMED,31.7787564,8.093,262.0,0.29,1.5,564.0,23.96,25.9
3884,K03205.01,FALSE POSITIVE,1.332568744,3.755,24.1,0.751,0.58,1941.0,3346.25,29.1
3885,K04772.02,CONFIRMED,9.0194714,5.92,191.6,0.2805,1.07,789.0,91.74,7.2
3886,K04845.01,FALSE POSITIVE,0.814278961,2.087,72.0,0.451,0.76,1762.0,2284.94,13.0
3887,K04847.01,FALSE POSITIVE,2.1890751,2.365,94.8,0.048,0.87,1399.0,906.2,12.6
3888,K03227.01,FALSE POSITIVE,2.42649862,2.014,29.2,0.673,0.75,1638.0,1705.27,15.2
3889,K03230.01,FALSE POSITIVE,8.80854183,34.7564,174.7,0.993,2.69,1000.0,236.05,137.3
3890,K07719.01,FALSE POSITIVE,219.74735,22.48,190.4,0.097,3.24,427.0,7.82,12.7
3891,K03231.01,FALSE POSITIVE,19.7639874,12.319,51.3,0.489,1.19,900.0,155.45,13.5
3892,K03232.01,CONFIRMED,6.05919881,1.365,154.2,0.438,1.21,976.0,214.55,11.7
3893,K00279.03,CONFIRMED,7.5143967,4.865,36.3,0.399,0.96,1199.0,488.52,9.8
3894,K01196.03,CONFIRMED,33.1981761,4.709,336.7,0.826,3.21,678.0,49.9,11.8
3895,K03308.02,CONFIRMED,5.32784157,4.696,87.2,0.116,0.86,1023.0,259.32,15.9
3896,K03311.01,CONFIRMED,31.827649,1.639,520.0,0.785,4.98,668.0,47.21,16.4
3897,K04777.01,CONFIRMED,0.824000125,0.855,183.1,0.7697,0.42,746.0,73.09,12.3
3898,K04778.01,FALSE POSITIVE,0.772152075,1.78,43.6,1.009,4.44,2966.0,18277.6,13.6
3899,K04779.01,FALSE POSITIVE,1.08469871,4.077,124.0,0.672,1.11,1757.0,2247.25,16.9
3900,K03216.01,FALSE POSITIVE,5.660274452,0.9077,414.1,1.092,11.02,950.0,192.77,26.4
3901,K04851.01,FALSE POSITIVE,1.23512429,4.22,15.2,0.556,0.38,1642.0,1722.78,15.7
3902,K07713.01,FALSE POSITIVE,1.381257093,1.125,92.3,0.351,1.1,1728.0,2110.47,11.0
3903,K03234.01,CONFIRMED,2.41810158,2.144,46.8,0.016,0.85,1602.0,1555.96,13.4
3904,K03237.01,CONFIRMED,33.4203001,5.307,436.6,0.789,2.46,581.0,27.02,8.9
3905,K03238.01,FALSE POSITIVE,58.3437362,22.482,1266.8,1.246,93.55,779.0,87.03,75.0
3906,K03239.01,FALSE POSITIVE,1.070982122,1.255,43.4,0.563,0.98,2122.0,4811.39,9.0
3907,K03314.01,FALSE POSITIVE,23.81578356,3.7591,4856.7,0.958,8.4,560.0,23.2,71.0
3908,K03315.01,CONFIRMED,31.1748311,3.79,200.2,0.016,1.31,585.0,27.62,17.0
3909,K07726.01,FALSE POSITIVE,0.474811162,1.169,205.2,0.44,1.28,2206.0,5603.32,17.4
3910,K03316.01,CONFIRMED,47.0568476,5.2232,1531.2,0.027,2.84,411.0,6.72,38.0
3911,K04781.01,FALSE POSITIVE,367.73299,10.158,503.9,0.0064,2.1,266.0,1.19,11.2
3912,K04783.01,FALSE POSITIVE,0.743495989,2.255,172.8,1.144,11.82,1617.0,1612.65,26.0
3913,K04784.01,FALSE POSITIVE,1.405887031,1.184,216.0,0.364,0.95,1086.0,329.99,13.8
3914,K04855.01,FALSE POSITIVE,1.45728997,3.582,71.3,0.749,0.93,1665.0,1818.19,15.5
3915,K03240.01,FALSE POSITIVE,1.245331397,2.566,38.1,0.649,1.61,2678.0,12115.45,26.5
3916,K07714.01,FALSE POSITIVE,1.52593737,1.958,159.1,0.681,1.39,1697.0,1963.41,9.6
3917,K03241.01,FALSE POSITIVE,8.21429932,3.099,70.7,0.667,1.66,1312.0,701.11,19.7
3918,K03242.01,FALSE POSITIVE,1.54945486,6.698,21.8,0.228,1.34,3006.0,19304.93,20.9
3919,K03243.01,FALSE POSITIVE,8.42943991,2.441,89.1,0.82,1.19,1029.0,265.39,19.7
3920,K03245.01,CONFIRMED,10.60052083,4.509,60.9,0.729,1.09,987.0,224.28,17.4
3922,K03324.01,CONFIRMED,21.8634638,3.542,871.0,0.502,2.37,551.0,21.77,9.9
3923,K03325.01,FALSE POSITIVE,86.4392931,6.534,1175.1,1.28,35.31,442.0,8.99,20.5
3924,K01422.04,CONFIRMED,63.3354719,3.651,983.0,0.029,1.18,202.0,0.39,13.0
3925,K03326.01,FALSE POSITIVE,14.77820911,5.395,10774.0,1.258,44.48,809.0,101.07,123.1
3926,K03327.01,FALSE POSITIVE,15.60862948,6.6957,34356.0,1.171,39.42,648.0,41.71,186.0
3927,K04785.01,FALSE POSITIVE,389.14115,7.93,347.4,0.0973,1.67,250.0,0.92,10.1
3928,K04786.01,FALSE POSITIVE,365.78863,12.76,885.0,0.1564,2.21,215.0,0.5,10.5
3929,K04787.01,FALSE POSITIVE,2.4826619,2.115,37.0,0.731,0.8,1619.0,1627.36,10.0
3930,K04788.01,FALSE POSITIVE,2.17811908,1.468,74.0,0.3437,0.8,1412.0,938.51,9.8
3931,K04789.01,FALSE POSITIVE,1.11205787,1.459,118.7,0.008,1.02,1799.0,2484.64,16.1
3932,K04858.01,FALSE POSITIVE,224.447413,4.986,651.0,0.4162,2.05,260.0,1.08,7.9
3933,K04860.01,FALSE POSITIVE,21.8660922,2.03,301.6,0.057,1.88,730.0,67.15,9.2
3934,K03217.01,FALSE POSITIVE,5.09506,5.73,23.6,0.691,2.14,2247.0,6030.14,7.6
3935,K03246.01,CONFIRMED,0.689967868,1.1688,122.9,0.119,0.78,1539.0,1336.82,28.7
3936,K03247.01,FALSE POSITIVE,1.89132292,5.607,16.0,0.709,0.9,2799.0,14532.55,14.8
3937,K03249.01,FALSE POSITIVE,0.918420801,3.533,56.7,0.656,1.14,2374.0,7502.5,40.3
3938,K03250.01,FALSE POSITIVE,0.573709256,1.4932,131.2,0.69,7.05,4415.0,90258.45,37.5
3939,K03318.01,CONFIRMED,13.8353959,4.961,818.0,0.94,3.78,809.0,101.05,10.3
3940,K07720.01,FALSE POSITIVE,46.9434911,1.368,100.7,0.213,1.57,669.0,47.27,6.6
3941,K03319.01,CONFIRMED,19.5906103,6.745,297.0,0.529,2.64,819.0,106.48,24.9
3942,K03319.02,CONFIRMED,8.23983041,5.619,251.0,0.012,2.35,1093.0,338.17,29.4
3943,K04791.01,FALSE POSITIVE,427.65334,11.17,157.1,0.4355,1.97,284.0,1.53,7.2
3944,K00806.05,FALSE POSITIVE,412.041857,5.572,1959.0,0.1068,3.77,217.0,0.52,12.3
3945,K04863.01,FALSE POSITIVE,0.9628348,2.259,92.8,0.309,0.81,1648.0,1734.83,7.6
3946,K04865.01,FALSE POSITIVE,1.57017249,2.257,158.4,0.085,0.82,1232.0,543.06,10.2
3947,K04866.01,FALSE POSITIVE,0.566798364,3.172,38.6,0.487,0.66,2272.0,6280.34,14.1
3948,K03252.01,FALSE POSITIVE,3.22452656,5.156,57.5,0.0995,24.48,4883.0,134353.84,24.3
3949,K03253.01,FALSE POSITIVE,1.89127438,4.491,32.3,0.514,2.03,3342.0,29488.85,24.6
3950,K03254.01,FALSE POSITIVE,1.33256944,3.89,20.6,0.456,0.46,1624.0,1636.72,18.8
3951,K03255.01,CONFIRMED,66.6504521,5.744,536.9,0.433,1.56,308.0,2.14,27.1
3952,K03256.01,FALSE POSITIVE,55.7002642,4.285,332.7,0.2976,1.18,309.0,2.14,10.8
3953,K03319.03,CONFIRMED,3.54553077,4.143,119.2,0.143,1.62,1448.0,1039.47,18.1
3954,K03321.01,FALSE POSITIVE,10.882416555,5.4674,16629.5,1.199,29.69,632.0,37.81,265.2
3955,K03322.01,FALSE POSITIVE,25.19830439,5.1942,73834.2,1.069,46.14,604.0,31.54,1669.4
3956,K07721.01,FALSE POSITIVE,0.50727675,2.32,214.7,0.429,1.7,2449.0,8524.12,33.5
3957,K04795.01,FALSE POSITIVE,1.316398648,1.169,182.5,0.392,1.09,1374.0,842.93,13.1
3958,K04796.01,FALSE POSITIVE,419.4596,13.53,131.8,0.0167,2.1,303.0,2.0,8.4
3959,K04867.01,FALSE POSITIVE,14.2005007,5.232,80.6,1.106,13.28,843.0,119.41,10.6
3960,K04868.01,FALSE POSITIVE,1.318347743,0.871,113.2,0.427,1.23,1861.0,2827.4,10.6
3961,K04869.01,FALSE POSITIVE,5.5834987,2.484,87.4,0.7862,1.41,1317.0,711.41,11.8
3962,K04870.01,FALSE POSITIVE,1.12401084,3.052,43.6,0.297,0.61,1719.0,2058.79,10.0
3963,K03218.01,FALSE POSITIVE,1.21374652,3.371,28.9,0.57,0.59,1880.0,2945.61,17.4
3964,K01151.03,CONFIRMED,5.24970432,2.746,61.9,0.248,0.67,954.0,195.3,13.9
3965,K03257.01,FALSE POSITIVE,45.4333769,6.351,905.8,0.959,2.23,315.0,2.34,18.1
3966,K03260.01,CONFIRMED,56.6746666,5.516,883.1,0.626,4.01,522.0,17.59,22.7
3967,K03328.01,FALSE POSITIVE,63.9005941,8.2789,17097.0,1.194,25.91,353.0,3.68,110.8
3968,K03330.01,CONFIRMED,16.2951259,3.678,197.9,0.494,1.15,574.0,25.59,13.0
3969,K03331.01,FALSE POSITIVE,18.173045009,10.9113,69911.3,0.674,24.39,650.0,42.19,1820.5
3970,K03332.01,FALSE POSITIVE,14.12678065,5.9303,7647.4,1.254,31.13,670.0,47.56,127.1
3971,K04798.01,FALSE POSITIVE,358.56462,11.64,170.2,0.4108,0.99,219.0,0.55,9.6
3972,K07722.01,FALSE POSITIVE,1.337561836,1.575,41.0,0.055,1.11,2322.0,6870.94,9.5
3973,K04800.01,FALSE POSITIVE,2.23755641,2.089,101.1,0.182,0.93,1397.0,897.8,7.3
3974,K04872.01,FALSE POSITIVE,1.035268597,0.5663,112.2,0.3845,1.34,2136.0,4922.79,15.1
3975,K04873.01,FALSE POSITIVE,359.3259,9.836,246.2,0.2279,3.6,410.0,6.69,13.5
3976,K04874.01,FALSE POSITIVE,0.566805268,3.721,35.7,0.069,0.65,2492.0,9052.02,12.5
3977,K03261.01,CONFIRMED,12.27057043,3.002,295.5,0.026,1.67,811.0,102.25,18.7
3978,K03262.01,CONFIRMED,13.2274753,6.356,229.8,0.803,1.94,867.0,133.34,16.4
3979,K07707.01,FALSE POSITIVE,0.559517155,0.596,57.9,0.328,1.04,2762.0,13839.66,12.7
3980,K03265.01,FALSE POSITIVE,29.47316279,6.4327,12568.5,1.362,48.98,565.0,24.07,179.3
3981,K04732.01,FALSE POSITIVE,0.580725004,2.071,105.2,0.137,0.85,1939.0,3355.68,18.0
3982,K03200.01,FALSE POSITIVE,1.94468659,18.22,455.5,1.1592,69.59,3334.0,29219.04,17.1
3983,K04733.01,CONFIRMED,7.28116667,2.716,333.8,0.1,1.4,744.0,72.16,11.5
3984,K04734.01,FALSE POSITIVE,383.10017,8.8,579.4,0.1365,2.18,248.0,0.9,10.0
3985,K04802.01,FALSE POSITIVE,0.605556082,1.2399,101.7,0.176,0.86,2120.0,4796.94,15.3
3986,K04803.01,CONFIRMED,4.36125889,2.174,189.2,0.374,1.2,1000.0,236.01,10.7
3987,K04805.01,FALSE POSITIVE,1.19087362,1.785,67.5,0.393,0.73,1489.0,1165.78,8.0
3988,K04806.01,FALSE POSITIVE,1.06484622,3.287,42.4,0.242,0.72,2034.0,4059.63,12.5
3989,K04807.01,FALSE POSITIVE,0.969824139,0.783,23.1,0.332,0.49,1839.0,2709.67,6.8
3990,K04876.01,FALSE POSITIVE,190.60563,14.33,153.6,0.0108,1.6,386.0,5.25,11.6
3991,K04879.01,FALSE POSITIVE,8.480305,6.19,304.2,0.766,1.33,661.0,45.21,11.5
3992,K04880.01,FALSE POSITIVE,410.11676,13.97,216.9,0.243,1.41,242.0,0.81,11.2
3993,K03266.01,CONFIRMED,54.5091549,5.125,622.2,0.94,1.94,308.0,2.13,17.0
3994,K03267.01,CONFIRMED,14.1959621,3.605,196.2,0.786,1.66,818.0,105.7,14.1
3995,K03268.01,FALSE POSITIVE,11.52482874,1.724,577.6,1.205,22.56,756.0,77.15,16.2
3996,K03269.01,FALSE POSITIVE,46.84008579,3.8198,6287.9,4.652,428.62,552.0,22.0,147.9
3997,K04736.01,FALSE POSITIVE,0.992798625,3.5065,582.5,1.219,29.26,1967.0,3519.47,79.1
3998,K04738.01,FALSE POSITIVE,186.72243,13.35,326.4,0.4736,1.84,329.0,2.77,11.5
3999,K04739.01,FALSE POSITIVE,118.4039,5.593,426.0,0.4062,3.46,517.0,16.83,4.4
4000,K04740.01,FALSE POSITIVE,182.281992,8.828,509.3,0.2425,1.67,280.0,1.46,8.7
4001,K04809.01,FALSE POSITIVE,10.0102876,5.33,127.1,0.5667,0.69,522.0,17.56,7.0
4002,K03211.01,FALSE POSITIVE,1.366964704,2.3181,59.7,0.517,0.79,1640.0,1705.64,3.3
4003,K04812.01,FALSE POSITIVE,0.77957913,2.457,70.4,0.183,0.71,1819.0,2585.39,11.1
4004,K03219.01,FALSE POSITIVE,0.544561598,1.6053,35.2,0.214,44.9,11804.0,4601339.96,31.1
4005,K04882.01,FALSE POSITIVE,17.4453133,5.14,327.7,0.23,5.38,1066.0,305.55,12.2
4007,K04884.01,FALSE POSITIVE,1.97515457,2.633,66.1,0.027,0.92,1504.0,1207.0,9.2
4008,K03270.01,FALSE POSITIVE,21.993112,8.616,1015.7,1.249,23.21,523.0,17.75,37.3
4009,K03271.01,CONFIRMED,19.5489666,1.78,523.8,0.83,1.89,579.0,26.62,12.6
4010,K03273.01,FALSE POSITIVE,27.6853358,4.661,1660.7,0.897,3.11,461.0,10.67,49.3
4011,K03274.01,CONFIRMED,35.6225528,4.845,651.1,0.261,2.24,523.0,17.67,9.6
4012,K04741.01,FALSE POSITIVE,7.1403113,5.891,112.1,0.786,1.18,1036.0,272.78,11.8
4013,K07709.01,FALSE POSITIVE,2.69487041,2.553,62.1,0.554,0.97,1440.0,1020.03,10.3
4014,K04742.01,CONFIRMED,112.303136,5.869,502.1,0.248,1.3,241.0,0.79,13.1
4015,K04743.01,FALSE POSITIVE,49.5387264,2.238,740.6,1.223,20.52,436.0,8.52,10.3
4016,K04744.01,FALSE POSITIVE,3.39155966,3.87,28.4,0.182,0.49,1183.0,462.47,8.2
4017,K04814.01,FALSE POSITIVE,1.33254897,3.083,591.7,0.241,32.84,4664.0,111977.04,16.2
4018,K04816.01,FALSE POSITIVE,18.2260472,3.664,361.1,0.378,1.85,648.0,41.67,10.0
4019,K04817.01,FALSE POSITIVE,0.630539713,1.7407,239.6,1.2,21.07,1936.0,3333.18,27.7
4020,K04887.01,FALSE POSITIVE,1.018347376,4.386,47.8,0.654,1.92,2832.0,15153.38,33.3
4021,K04888.01,FALSE POSITIVE,0.659299289,0.6908,1118.5,1.2873,30.54,1979.0,3623.47,108.6
4024,K03275.01,FALSE POSITIVE,37.32483952,6.9676,4989.2,1.263,30.32,461.0,10.67,155.6
4025,K03276.01,FALSE POSITIVE,25.951984,20.585,2340.2,1.266,36.8,626.0,36.39,131.4
4026,K03277.01,CONFIRMED,42.9136635,5.227,160.6,0.403,3.19,810.0,101.56,18.2
4027,K03278.01,FALSE POSITIVE,88.1804682,5.033,1138.6,0.026,2.78,359.0,3.94,17.5
4028,K04745.01,CONFIRMED,177.668663,9.298,901.4,0.772,2.32,233.0,0.7,12.7
4029,K04746.01,FALSE POSITIVE,0.98041685,0.919,105.7,0.446,0.75,1388.0,880.5,8.8
4030,K04747.01,CONFIRMED,92.263742,8.605,296.9,0.273,2.22,469.0,11.42,12.2
4031,K04748.01,CONFIRMED,6.64754478,1.961,289.3,0.235,1.72,999.0,235.89,12.4
4032,K07710.01,FALSE POSITIVE,1.23517588,5.476,232.9,0.625,1.59,1697.0,1955.7,19.3
4033,K04819.01,FALSE POSITIVE,0.416995408,0.8928,112.6,0.089,0.84,2433.0,8299.79,19.9
4034,K04821.01,FALSE POSITIVE,256.52387,9.07,126.1,0.1065,1.33,338.0,3.1,7.5
4035,K03212.01,FALSE POSITIVE,3.0001191,6.61,7.7,0.635,0.73,2566.0,10247.93,7.3
4036,K03220.01,CONFIRMED,81.4160138,14.175,762.3,0.911,4.63,522.0,17.53,54.3
4037,K04894.01,FALSE POSITIVE,8.5900471,3.463,137.0,0.098,0.8,677.0,49.76,9.6
4038,K07723.01,FALSE POSITIVE,357.82544,9.12,152.5,0.636,1.7,306.0,2.08,11.1
4039,K03279.01,CONFIRMED,30.8278245,4.214,641.3,0.023,2.42,585.0,27.66,13.9
4040,K03280.01,CONFIRMED,47.1607932,4.003,723.2,0.028,2.58,503.0,15.07,13.6
4041,K03282.01,CONFIRMED,49.2768448,3.787,1132.9,0.022,1.75,271.0,1.28,17.8
4042,K03284.01,CONFIRMED,35.2330694,3.674,352.8,0.139,0.97,288.0,1.62,14.5
4043,K03285.01,FALSE POSITIVE,45.3965379,3.826,1001.6,0.085,1.97,326.0,2.66,15.3
4044,K07698.01,FALSE POSITIVE,508.807642,4.495,2127.0,0.016,39.59,595.0,29.54,14.8
4045,K04751.01,FALSE POSITIVE,362.69427,9.7,439.9,0.0774,3.54,315.0,2.32,11.0
4046,K04752.01,FALSE POSITIVE,370.35639,12.75,732.2,0.414,2.82,268.0,1.21,13.0
4047,K04753.01,FALSE POSITIVE,0.729724346,2.699,23.0,0.523,0.51,2151.0,5081.58,14.3
4048,K04824.01,FALSE POSITIVE,0.821472455,2.433,127.1,0.2579,0.92,1559.0,1395.92,11.3
4049,K04825.01,FALSE POSITIVE,1.29019586,3.741,86.5,0.044,0.78,1530.0,1293.44,11.1
4050,K04897.01,FALSE POSITIVE,8.48032079,5.791,170.7,0.004,0.95,759.0,78.45,14.7
4051,K04899.01,FALSE POSITIVE,227.6258,9.47,131.0,0.2351,1.79,394.0,5.7,8.8
4052,K03286.01,CONFIRMED,18.1373788,3.844,310.8,0.945,1.41,433.0,8.31,11.3
4053,K03287.01,CONFIRMED,51.1104797,7.712,330.0,0.029,1.6,478.0,12.38,21.9
4054,K03288.01,CONFIRMED,47.9869119,5.342,859.3,0.873,3.35,493.0,14.01,25.7
4055,K01192.02,FALSE POSITIVE,359.047933,16.637,5622.7,0.002,7.76,260.0,1.08,91.1
4056,K03289.01,FALSE POSITIVE,29.8042694,3.107,1046.5,1.237,24.73,505.0,15.34,17.9
4057,K07699.01,FALSE POSITIVE,1.003049079,7.9657,219273.0,0.568,42.5,1714.0,2049.63,1766.7
4058,K04757.01,FALSE POSITIVE,0.933157032,2.614,87.8,1.046,7.29,2202.0,5565.35,15.2
4059,K04758.01,FALSE POSITIVE,37.1083458,4.112,366.5,0.612,1.71,492.0,13.84,7.9
4060,K04828.01,FALSE POSITIVE,1.02104719,6.39,246.1,1.0867,13.68,2129.0,4852.49,18.5
4061,K04829.02,FALSE POSITIVE,12.083457,3.536,312.5,0.1069,2.09,932.0,178.53,8.6
